dataset,instance,num_workers,num_tasks,delta,max_delta_index,algorithm_solution_set,deletion_solution_set,optimal_solution_set,algorithm_cost,deletion_cost,optimal_cost
35_tasks,instance11.csv,107,35,18,22,"[1, 5, 6, 7, 9, 10, 11, 12, 15, 16, 17, 20, 21, 22, 26, 30, 31, 32, 34, 35, 36, 40, 42, 43, 44, 46, 48, 49, 50, 51, 52, 56, 59, 60, 68, 73, 75, 79, 80, 81, 83, 84, 85, 86, 88, 89, 93, 97, 103, 105, 107]","[5, 6, 7, 9, 11, 12, 15, 16, 17, 22, 26, 30, 31, 32, 34, 35, 36, 40, 42, 43, 44, 46, 48, 49, 50, 51, 52, 56, 60, 75, 79, 81, 84, 85, 86, 89, 105, 107]","[9, 11, 12, 15, 16, 20, 26, 30, 31, 34, 35, 36, 39, 42, 44, 46, 47, 52, 59, 60, 64, 72, 73, 75, 77, 79, 81, 82, 83, 84, 85, 86, 87, 89, 93, 94, 96, 98, 103]",502,467,378.0
35_tasks,instance12.csv,108,35,18,4,"[2, 3, 4, 7, 9, 11, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 44, 47, 48, 49, 50, 52, 53, 54, 57, 66, 75, 76, 82, 84, 87, 90, 91, 93, 97, 99, 103, 105, 108]","[2, 4, 7, 9, 12, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 32, 33, 34, 44, 47, 48, 49, 50, 52, 53, 54, 57, 66, 75, 76, 84, 87, 90, 91, 93, 97, 99, 103, 105, 108]","[1, 2, 3, 4, 9, 13, 15, 16, 18, 22, 23, 29, 30, 31, 33, 34, 36, 43, 45, 48, 50, 53, 57, 59, 60, 66, 69, 71, 75, 76, 77, 86, 87, 90, 91, 93, 97, 99, 101, 103, 105, 108]",485,459,370.0
35_tasks,instance13.csv,105,35,23,13,"[2, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 25, 27, 28, 29, 30, 34, 35, 38, 41, 57, 60, 73, 82, 83, 85, 87, 89, 98, 100, 101]","[2, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 25, 27, 28, 30, 34, 38, 41, 82, 85, 87, 89, 98, 100]","[2, 5, 7, 8, 9, 11, 14, 16, 21, 23, 28, 30, 34, 38, 39, 42, 46, 47, 55, 60, 64, 65, 67, 69, 71, 73, 77, 82, 83, 87, 89, 90, 92, 98, 100, 101]",390,340,286.0
35_tasks,instance14.csv,110,35,18,12,"[1, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 30, 32, 33, 34, 38, 43, 48, 54, 57, 64, 71, 72, 74, 75, 78, 79, 82, 83, 88, 90, 93, 94, 95, 97, 101, 103, 104, 105, 107, 108, 109]","[1, 4, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 24, 25, 27, 29, 33, 34, 38, 43, 48, 54, 57, 64, 71, 74, 78, 79, 82, 83, 93, 95, 97, 101, 103, 104, 105, 107, 108, 109]","[3, 4, 6, 9, 10, 16, 19, 25, 27, 29, 33, 34, 38, 40, 43, 48, 55, 57, 64, 71, 75, 78, 79, 80, 82, 88, 92, 93, 94, 95, 101, 103, 104, 105, 106, 107, 109, 110]",458,412,313.0
35_tasks,instance15.csv,108,35,18,14,"[3, 4, 5, 8, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 24, 25, 27, 28, 29, 30, 32, 34, 35, 36, 38, 43, 45, 47, 48, 51, 52, 57, 58, 60, 64, 65, 67, 68, 70, 71, 75, 76, 80, 81, 82, 83, 85, 86, 88, 89, 91, 92, 93, 99, 104, 106]","[3, 4, 8, 10, 11, 13, 14, 16, 17, 20, 21, 22, 25, 27, 28, 29, 30, 34, 35, 38, 43, 45, 47, 52, 58, 60, 64, 65, 67, 68, 70, 71, 75, 76, 80, 82, 83, 85, 88, 89, 91, 93, 99, 104, 106]","[4, 6, 10, 11, 14, 16, 17, 20, 30, 32, 38, 43, 45, 47, 50, 56, 57, 58, 60, 62, 64, 65, 67, 69, 71, 75, 77, 79, 80, 81, 82, 83, 89, 91, 99, 104, 105, 106, 108]",503,428,352.0
35_tasks,instance16.csv,109,35,18,7,"[5, 6, 7, 8, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 28, 29, 30, 33, 34, 35, 36, 39, 44, 46, 48, 49, 50, 51, 54, 56, 60, 61, 66, 75, 76, 77, 78, 88, 89, 95, 96, 98, 99, 100, 102, 104, 105, 106, 108]","[5, 7, 8, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 28, 29, 30, 33, 34, 35, 36, 39, 44, 46, 48, 49, 50, 51, 56, 60, 61, 66, 75, 76, 77, 78, 88, 89, 95, 96, 98, 99, 100, 102, 104, 105, 106, 108]","[5, 16, 17, 20, 22, 23, 25, 26, 33, 35, 36, 39, 41, 42, 44, 48, 51, 53, 60, 63, 64, 65, 66, 73, 75, 78, 80, 88, 89, 95, 97, 98, 99, 102, 103, 104, 105, 106, 108]",321,318,285.0
35_tasks,instance17.csv,108,35,20,9,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 28, 29, 31, 32, 33, 36, 44, 48, 49, 52, 55, 56, 58, 59, 60, 62, 66, 68, 69, 73, 78, 81, 84, 85, 86, 88, 90, 92, 97, 102, 105]","[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 21, 22, 23, 25, 28, 29, 31, 32, 33, 36, 44, 48, 52, 55, 56, 58, 59, 60, 66, 68, 69, 73, 78, 81, 84, 85, 86, 88, 90, 92, 97, 102, 105]","[1, 2, 3, 6, 7, 11, 12, 15, 16, 22, 25, 28, 31, 32, 33, 36, 42, 44, 48, 49, 52, 55, 56, 58, 59, 60, 66, 68, 69, 70, 73, 78, 79, 83, 84, 86, 88, 90, 92, 95, 97, 102, 105, 107, 108]",454,439,350.0
35_tasks,instance18.csv,111,35,20,11,"[1, 2, 3, 4, 7, 8, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33, 35, 40, 45, 49, 50, 54, 55, 58, 59, 63, 64, 66, 67, 72, 75, 77, 79, 82, 85, 86, 91, 92, 94, 95, 96, 101, 103, 104, 105, 106]","[1, 2, 3, 4, 7, 8, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 40, 49, 50, 54, 55, 59, 63, 64, 67, 72, 75, 77, 82, 85, 86, 91, 92, 94, 95, 96, 101, 104, 105, 106]","[1, 3, 4, 7, 8, 12, 13, 14, 15, 17, 18, 20, 21, 25, 27, 28, 29, 30, 32, 33, 35, 37, 40, 41, 43, 45, 55, 57, 58, 59, 64, 66, 67, 72, 75, 77, 79, 88, 92, 94, 95, 96, 98, 101, 104, 106, 110]",343,333,293.0
35_tasks,instance19.csv,109,35,19,8,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 21, 25, 26, 27, 31, 32, 33, 35, 43, 45, 46, 47, 48, 50, 52, 54, 60, 61, 62, 64, 65, 66, 71, 72, 73, 74, 77, 81, 82, 83, 89, 93, 98, 99, 100, 102, 107, 108, 109]","[3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 21, 25, 26, 27, 31, 32, 33, 35, 43, 45, 46, 47, 48, 50, 52, 54, 60, 61, 62, 64, 65, 71, 72, 73, 74, 77, 81, 82, 83, 93, 98, 99, 100, 102, 107, 108, 109]","[2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 17, 26, 27, 30, 31, 32, 33, 35, 39, 44, 45, 46, 47, 48, 50, 54, 56, 60, 61, 62, 64, 65, 66, 70, 71, 73, 74, 77, 81, 82, 83, 91, 93, 98, 99, 101, 102, 104, 107, 108, 109]",572,551,525.0
35_tasks,instance20.csv,108,35,18,32,"[1, 3, 4, 5, 6, 7, 11, 12, 13, 15, 18, 19, 20, 21, 22, 24, 28, 29, 30, 32, 39, 43, 44, 45, 46, 48, 51, 55, 60, 61, 62, 63, 71, 74, 81, 83, 90, 92, 93, 94, 100, 103, 104, 105, 106]","[3, 4, 6, 7, 11, 12, 13, 15, 18, 19, 20, 21, 22, 24, 28, 29, 30, 32, 39, 44, 46, 48, 51, 55, 60, 61, 62, 63, 71, 81, 83, 90, 92, 94, 103, 104, 105, 106]","[1, 3, 4, 6, 11, 12, 13, 18, 20, 21, 22, 28, 29, 30, 32, 44, 46, 48, 50, 56, 58, 61, 62, 63, 70, 71, 74, 81, 82, 83, 87, 90, 92, 94, 103, 104, 105, 106]",447,417,369.0
35_tasks,instance21.csv,106,35,17,31,"[1, 2, 4, 5, 6, 7, 8, 10, 12, 14, 15, 17, 20, 21, 23, 24, 25, 26, 27, 30, 31, 32, 33, 35, 36, 38, 42, 43, 45, 46, 56, 57, 61, 63, 66, 68, 73, 76, 77, 78, 79, 80, 81, 86, 89, 90, 92, 95, 99, 100, 101, 103, 105]","[2, 4, 5, 6, 7, 8, 14, 15, 17, 20, 21, 23, 24, 25, 26, 27, 30, 32, 33, 35, 38, 42, 56, 57, 61, 63, 68, 73, 76, 77, 78, 79, 80, 81, 89, 90, 92, 95, 99, 100, 101, 103, 105]","[4, 6, 11, 12, 17, 20, 25, 36, 38, 40, 42, 53, 57, 59, 66, 71, 73, 76, 78, 79, 82, 90, 92, 94, 95, 99, 100, 103, 105, 106]",512,449,339.0
35_tasks,instance22.csv,111,35,22,3,"[2, 5, 7, 8, 10, 15, 16, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 33, 35, 38, 42, 46, 48, 50, 51, 53, 57, 60, 63, 69, 76, 79, 82, 83, 92, 99, 102, 104]","[2, 5, 7, 10, 15, 16, 19, 20, 21, 23, 24, 26, 27, 30, 32, 33, 35, 38, 42, 46, 48, 50, 51, 53, 60, 63, 76, 79, 82, 83, 92, 99, 102, 104]","[2, 5, 7, 10, 20, 21, 24, 25, 26, 27, 30, 33, 35, 36, 38, 40, 42, 46, 48, 50, 51, 53, 55, 60, 61, 67, 69, 75, 76, 82, 83, 92, 99, 102, 104, 107, 108]",437,415,372.0
35_tasks,instance23.csv,105,35,16,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 27, 30, 31, 32, 40, 44, 49, 50, 55, 60, 64, 65, 66, 71, 72, 74, 78, 79, 84, 85, 88, 92, 93, 97, 98, 102, 104]","[1, 2, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 18, 21, 23, 24, 25, 30, 31, 32, 40, 44, 49, 55, 64, 65, 66, 71, 72, 74, 79, 84, 85, 88, 92, 93, 97, 98, 102, 104]","[2, 3, 4, 7, 8, 9, 12, 14, 15, 16, 18, 23, 30, 36, 39, 40, 45, 49, 55, 61, 64, 65, 66, 68, 71, 72, 73, 77, 78, 79, 80, 84, 87, 88, 92, 93, 97, 98, 99, 100, 102, 104]",400,378,312.0
35_tasks,instance24.csv,105,35,18,3,"[1, 2, 4, 7, 8, 11, 15, 16, 18, 23, 24, 25, 26, 27, 31, 32, 33, 35, 36, 39, 55, 60, 61, 81, 85, 89, 99, 102]","[4, 7, 8, 11, 15, 16, 18, 23, 24, 27, 31, 32, 35, 36, 39, 55, 60, 61, 85, 89, 99, 102]","[4, 8, 16, 27, 31, 33, 34, 36, 39, 42, 47, 48, 52, 55, 60, 61, 64, 68, 71, 81, 82, 89, 102]",628,477,362.0
35_tasks,instance25.csv,111,35,20,19,"[2, 3, 9, 13, 14, 16, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 34, 35, 37, 45, 50, 51, 57, 59, 60, 61, 66, 67, 69, 74, 82, 86, 89, 93, 95, 96, 97, 99, 101, 103, 104, 107]","[2, 3, 9, 13, 14, 16, 19, 21, 23, 24, 25, 26, 27, 28, 29, 31, 35, 37, 45, 50, 51, 57, 60, 61, 67, 69, 82, 86, 89, 93, 95, 96, 97, 99, 101, 103, 104, 107]","[1, 13, 14, 17, 18, 19, 21, 23, 25, 27, 28, 31, 37, 45, 50, 59, 74, 76, 82, 86, 92, 93, 96, 97, 98, 99, 102, 103, 106, 107, 108, 109, 110, 111]",533,505,290.0
35_tasks,instance26.csv,109,35,20,8,"[1, 4, 6, 7, 8, 9, 10, 12, 18, 19, 20, 21, 22, 26, 27, 28, 29, 31, 32, 33, 34, 35, 48, 51, 56, 57, 62, 64, 66, 68, 70, 81, 85, 88, 91, 92, 95, 98, 99, 107, 108]","[4, 6, 7, 8, 9, 10, 12, 18, 19, 20, 21, 22, 26, 27, 28, 29, 31, 32, 34, 35, 48, 51, 56, 57, 62, 64, 66, 68, 70, 85, 88, 91, 92, 95, 98, 108]","[4, 7, 9, 12, 18, 19, 21, 22, 25, 27, 32, 35, 48, 51, 53, 56, 57, 62, 64, 66, 68, 70, 75, 85, 88, 91, 95, 98, 99, 102, 103, 106, 108]",448,408,366.0
35_tasks,instance27.csv,105,35,20,30,"[1, 3, 4, 7, 8, 9, 13, 14, 15, 18, 19, 23, 25, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 43, 49, 56, 61, 63, 65, 66, 68, 69, 75, 82, 88, 94, 95, 98, 99, 100, 102, 103, 105]","[3, 4, 7, 8, 9, 13, 14, 15, 19, 23, 25, 27, 28, 29, 30, 31, 32, 33, 34, 43, 49, 56, 61, 63, 65, 66, 69, 75, 82, 88, 94, 95, 98, 100, 102, 103]","[3, 4, 7, 13, 14, 15, 23, 25, 27, 28, 30, 31, 34, 41, 43, 50, 54, 55, 56, 63, 66, 68, 75, 79, 82, 94, 95, 98, 99, 100, 102, 103, 105]",350,322,287.0
35_tasks,instance28.csv,108,35,16,11,"[1, 2, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22, 24, 25, 26, 28, 33, 35, 36, 37, 38, 39, 40, 47, 48, 49, 50, 52, 54, 55, 56, 57, 61, 62, 63, 64, 66, 70, 71, 72, 75, 83, 84, 87, 88, 91, 94, 95, 103, 107]","[1, 2, 5, 6, 7, 9, 10, 11, 15, 16, 18, 19, 22, 25, 26, 28, 33, 35, 36, 37, 38, 39, 40, 47, 48, 50, 52, 54, 56, 62, 66, 70, 71, 72, 75, 84, 88, 91, 103, 107]","[1, 3, 5, 6, 7, 10, 15, 16, 18, 19, 20, 22, 26, 28, 35, 36, 37, 38, 39, 40, 44, 50, 51, 52, 54, 56, 60, 62, 64, 66, 70, 71, 72, 84, 88, 89, 91, 92, 106, 107]",751,619,565.0
35_tasks,instance29.csv,106,35,18,19,"[1, 2, 5, 6, 7, 8, 10, 13, 16, 18, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 34, 35, 38, 40, 41, 43, 44, 46, 47, 48, 49, 58, 59, 64, 68, 70, 72, 73, 74, 77, 79, 82, 85, 86, 87, 91, 94, 96, 97, 98, 99, 100, 101, 104]","[1, 2, 7, 8, 10, 13, 18, 21, 22, 23, 24, 26, 27, 28, 30, 31, 34, 35, 38, 40, 41, 43, 44, 46, 47, 48, 49, 59, 64, 70, 72, 73, 77, 79, 82, 86, 87, 94, 96, 98, 99, 100, 101, 104]","[3, 4, 5, 7, 13, 27, 28, 29, 30, 34, 38, 40, 41, 43, 44, 47, 48, 49, 59, 61, 64, 67, 68, 69, 71, 72, 78, 79, 82, 83, 84, 86, 87, 94, 96, 97, 99, 100, 101, 104]",447,401,345.0
35_tasks,instance30.csv,105,35,21,3,"[3, 5, 6, 7, 8, 9, 10, 12, 15, 18, 20, 21, 23, 24, 25, 26, 27, 28, 32, 33, 34, 36, 38, 39, 42, 43, 45, 46, 47, 49, 50, 51, 52, 55, 61, 62, 65, 66, 68, 76, 80, 83, 87, 89, 92, 93, 94, 97, 99]","[5, 6, 7, 8, 9, 10, 12, 15, 18, 20, 21, 23, 24, 26, 27, 28, 32, 33, 42, 45, 47, 49, 50, 51, 52, 55, 61, 62, 68, 76, 80, 83, 87, 89, 92, 93, 94, 99]","[5, 6, 7, 8, 10, 12, 15, 18, 20, 23, 24, 25, 28, 33, 42, 47, 49, 50, 51, 53, 55, 56, 57, 61, 65, 68, 75, 76, 80, 83, 87, 89, 92, 93, 94, 99, 103]",541,478,418.0
35_tasks,instance31.csv,110,35,19,32,"[1, 2, 4, 9, 10, 12, 13, 16, 18, 21, 23, 25, 26, 27, 29, 30, 31, 32, 34, 37, 39, 41, 47, 53, 54, 55, 60, 65, 67, 69, 71, 72, 73, 74, 78, 79, 84, 88, 93, 95, 97, 99, 102, 105, 107, 108, 110]","[1, 2, 4, 9, 10, 12, 16, 18, 21, 23, 25, 26, 27, 29, 30, 31, 32, 34, 39, 47, 53, 54, 55, 60, 65, 67, 69, 71, 72, 73, 74, 78, 79, 84, 88, 93, 97, 99, 102, 105, 107, 108, 110]","[1, 4, 9, 11, 12, 13, 16, 18, 19, 25, 26, 27, 29, 30, 31, 36, 37, 39, 41, 43, 47, 54, 55, 60, 65, 67, 69, 72, 79, 84, 88, 93, 96, 99, 102, 105, 107, 108, 110]",425,397,339.0
35_tasks,instance32.csv,105,35,18,32,"[1, 6, 7, 8, 9, 10, 11, 12, 15, 16, 20, 21, 22, 23, 25, 26, 27, 30, 31, 33, 37, 39, 40, 41, 46, 49, 50, 52, 53, 54, 55, 56, 59, 65, 68, 69, 73, 74, 75, 76, 84, 85, 88, 89, 91, 94, 95, 97, 98, 100, 103, 105]","[1, 6, 7, 8, 9, 11, 12, 16, 20, 22, 23, 26, 27, 30, 31, 33, 37, 39, 40, 41, 49, 50, 52, 53, 54, 55, 56, 59, 68, 74, 75, 76, 85, 89, 91, 94, 95, 98, 103, 105]","[6, 7, 8, 9, 12, 16, 26, 27, 30, 31, 33, 35, 37, 38, 39, 41, 44, 48, 50, 51, 53, 55, 56, 59, 64, 65, 68, 71, 75, 76, 77, 83, 85, 89, 90, 91, 92, 93, 94, 95, 100, 101, 103]",478,417,360.0
35_tasks,instance33.csv,110,35,18,3,"[1, 5, 6, 8, 11, 12, 13, 14, 15, 17, 18, 19, 23, 24, 25, 27, 28, 29, 30, 32, 33, 35, 36, 39, 40, 41, 42, 43, 44, 55, 59, 62, 64, 67, 68, 69, 71, 73, 74, 78, 79, 87, 88, 90, 91, 97, 100, 102, 103, 107, 109]","[1, 5, 8, 11, 12, 13, 14, 15, 17, 18, 19, 23, 25, 27, 28, 30, 33, 35, 36, 40, 42, 43, 44, 59, 62, 64, 67, 68, 69, 73, 74, 78, 79, 87, 88, 91, 97, 100, 102, 107, 109]","[1, 8, 12, 15, 17, 18, 23, 27, 30, 33, 35, 36, 40, 42, 43, 44, 46, 48, 55, 58, 59, 62, 64, 67, 68, 69, 70, 71, 72, 73, 78, 79, 87, 88, 91, 94, 97, 100, 102, 103, 105, 107, 109]",486,445,392.0
